id,book_name,char,content,label,claims
69,In Search of the Castaways,Kai-Koumou,"At seventeen he was poisoned by an uncle during a succession struggle; manuka-bark saved him and left his nature darker. To obtain powder against the colonists he led thirty warriors against the French merchantman Amethyst, seized flint-lock muskets and picked up basic French, then discovered the captain selling Maori slaves and sacrificed every prisoner to the volcano-god.",consistent,"[{""claim_id"": 1, ""claim_text"": ""Kai-Koumou was poisoned by an uncle during a succession struggle at the age of seventeen."", ""keywords"": [""Kai-Koumou"", ""poisoned"", ""uncle"", ""succession struggle"", ""seventeen""]}, {""claim_id"": 2, ""claim_text"": ""Manuka-bark saved Kai-Koumou and left his nature darker."", ""keywords"": [""manuka-bark"", ""saved"", ""darker nature""]}, {""claim_id"": 3, ""claim_text"": ""Kai-Koumou led thirty warriors against the French merchantman Amethyst."", ""keywords"": [""led"", ""thirty warriors"", ""French merchantman"", ""Amethyst""]}, {""claim_id"": 4, ""claim_text"": ""Kai-Koumou seized flint-lock muskets during the attack on the Amethyst."", ""keywords"": [""seized"", ""flint-lock muskets"", ""Amethyst""]}, {""claim_id"": 5, ""claim_text"": ""Kai-Koumou picked up basic French."", ""keywords"": [""picked up"", ""basic French""]}, {""claim_id"": 6, ""claim_text"": ""Kai-Koumou discovered the captain of the Amethyst selling Maori slaves."", ""keywords"": [""discovered"", ""captain"", ""selling"", ""Maori slaves""]}, {""claim_id"": 7, ""claim_text"": ""Kai-Koumou sacrificed every prisoner to the volcano-god."", ""keywords"": [""sacrificed"", ""every prisoner"", ""volcano-god""]}]"
50,In Search of the Castaways,Thalcave,He saved an old shepherd bitten by a viper; in gratitude the man gave him a secret map of pampas water-holes and taught him that a guide’s duty is to keep life moving.,consistent,"[{""claim_id"": 1, ""claim_text"": ""Thalcave saved an old shepherd who was bitten by a viper."", ""keywords"": [""Thalcave"", ""shepherd"", ""viper""]}, {""claim_id"": 2, ""claim_text"": ""The old shepherd gave Thalcave a secret map of pampas water-holes."", ""keywords"": [""Thalcave"", ""shepherd"", ""map"", ""pampas"", ""water-holes""]}, {""claim_id"": 3, ""claim_text"": ""The old shepherd taught Thalcave that a guide’s duty is to keep life moving."", ""keywords"": [""Thalcave"", ""shepherd"", ""guide"", ""duty""]}]"
5,In Search of the Castaways,Jacques Paganel,"During an Algerian geological survey he shielded a box of specimens in a sand-storm, was struck on the head and afterwards often mixed up dates and directions.",consistent,"[{""claim_id"": 1, ""claim_text"": ""Jacques Paganel shielded a box of specimens during an Algerian geological survey."", ""keywords"": [""Jacques Paganel"", ""geological survey"", ""Algeria"", ""specimens""]}, {""claim_id"": 2, ""claim_text"": ""Jacques Paganel was struck on the head during a sand-storm."", ""keywords"": [""Jacques Paganel"", ""struck"", ""head"", ""sand-storm""]}, {""claim_id"": 3, ""claim_text"": ""After being struck on the head, Jacques Paganel often mixed up dates and directions."", ""keywords"": [""Jacques Paganel"", ""mixed up"", ""dates"", ""directions""]}]"
39,In Search of the Castaways,Tom Ayrton/Ben Joyce,"After discharge he adopted the alias Ben Joyce and shipped on the Liverpool–Lisbon trader, forming a mentor-friend bond with Captain Dewey and second mate Eddie.",contradict,"[{""claim_id"": 1, ""claim_text"": ""Tom Ayrton adopted the alias Ben Joyce."", ""keywords"": [""Tom Ayrton"", ""Ben Joyce"", ""alias""]}, {""claim_id"": 2, ""claim_text"": ""Ben Joyce shipped on the Liverpool–Lisbon trader."", ""keywords"": [""Ben Joyce"", ""Liverpool–Lisbon trader"", ""shipped""]}, {""claim_id"": 3, ""claim_text"": ""Ben Joyce formed a mentor-friend bond with Captain Dewey."", ""keywords"": [""Ben Joyce"", ""mentor-friend bond"", ""Captain Dewey""]}, {""claim_id"": 4, ""claim_text"": ""Ben Joyce formed a mentor-friend bond with second mate Eddie."", ""keywords"": [""Ben Joyce"", ""mentor-friend bond"", ""second mate Eddie""]}]"
19,In Search of the Castaways,Jacques Paganel,Because he spoke both French and English he was posted to a Mediterranean merchant fleet where he learned basic seamanship and celestial navigation.,consistent,"[{""claim_id"": 1, ""claim_text"": ""Jacques Paganel spoke both French and English."", ""keywords"": [""Jacques Paganel"", ""French"", ""English""]}, {""claim_id"": 2, ""claim_text"": ""Jacques Paganel was posted to a Mediterranean merchant fleet."", ""keywords"": [""Jacques Paganel"", ""Mediterranean"", ""merchant fleet""]}, {""claim_id"": 3, ""claim_text"": ""Jacques Paganel learned basic seamanship and celestial navigation."", ""keywords"": [""Jacques Paganel"", ""seamanship"", ""celestial navigation""]}]"
113,The Count of Monte Cristo,Faria,"Born in Parma to a theological family—his father studied ancient manuscripts, his mother wrote poetry in several tongues.",contradict,"[{""claim_id"": 1, ""claim_text"": ""Faria was born in Parma."", ""keywords"": [""Faria"", ""born"", ""Parma""]}, {""claim_id"": 2, ""claim_text"": ""Faria's father studied ancient manuscripts."", ""keywords"": [""Faria"", ""father"", ""ancient manuscripts""]}, {""claim_id"": 3, ""claim_text"": ""Faria's mother wrote poetry in several tongues."", ""keywords"": [""Faria"", ""mother"", ""poetry"", ""several tongues""]}]"
139,The Count of Monte Cristo,Faria,"Enlightenment ideals of liberty, equality and fraternity sustained him, turning even the dungeon into a classroom for hope.",consistent,"[{""claim_id"": 1, ""claim_text"": ""Faria was imprisoned in a dungeon."", ""keywords"": [""Faria"", ""imprisoned"", ""dungeon""]}, {""claim_id"": 2, ""claim_text"": ""Faria believed in Enlightenment ideals of liberty, equality, and fraternity."", ""keywords"": [""Faria"", ""Enlightenment"", ""liberty"", ""equality"", ""fraternity""]}, {""claim_id"": 3, ""claim_text"": ""Faria turned the dungeon into a classroom for hope."", ""keywords"": [""Faria"", ""dungeon"", ""classroom"", ""hope""]}]"
71,In Search of the Castaways,Kai-Koumou,"During the north-island war he let troops burn an empty village, lured them into a swamp and battered them with captured European cannon; the victory won him the name “Bone-Eater,” but shrapnel crippled his left leg and he thereafter leaned on a peach-wood staff carved with sea-monster totems.",contradict,"[{""claim_id"": 1, ""claim_text"": ""Kai-Koumou let troops burn an empty village during the north-island war."", ""keywords"": [""Kai-Koumou"", ""north-island war"", ""burn village""]}, {""claim_id"": 2, ""claim_text"": ""Kai-Koumou lured troops into a swamp."", ""keywords"": [""Kai-Koumou"", ""lured"", ""swamp""]}, {""claim_id"": 3, ""claim_text"": ""Kai-Koumou battered troops with captured European cannon."", ""keywords"": [""Kai-Koumou"", ""battered"", ""European cannon""]}, {""claim_id"": 4, ""claim_text"": ""The victory in battle won Kai-Koumou the name 'Bone-Eater.'"", ""keywords"": [""Kai-Koumou"", ""victory"", ""Bone-Eater""]}, {""claim_id"": 5, ""claim_text"": ""Shrapnel crippled Kai-Koumou's left leg."", ""keywords"": [""Kai-Koumou"", ""shrapnel"", ""crippled leg""]}, {""claim_id"": 6, ""claim_text"": ""Kai-Koumou leans on a peach-wood staff carved with sea-monster totems."", ""keywords"": [""Kai-Koumou"", ""peach-wood staff"", ""sea-monster totems""]}]"
26,In Search of the Castaways,Tom Ayrton/Ben Joyce,"Born in Liverpool’s slums to an alcoholic sailor father and a mother who died of tuberculosis while he was young, he watched his father be transported for smuggling and then endured an orphanage where nuns pilfered relief supplies, teaching him to despise authority.",consistent,"[{""claim_id"": 1, ""claim_text"": ""Tom Ayrton was born in Liverpool's slums."", ""keywords"": [""Tom Ayrton"", ""Liverpool"", ""slums""]}, {""claim_id"": 2, ""claim_text"": ""Tom Ayrton's father was an alcoholic sailor."", ""keywords"": [""Tom Ayrton"", ""father"", ""alcoholic"", ""sailor""]}, {""claim_id"": 3, ""claim_text"": ""Tom Ayrton's mother died of tuberculosis when he was young."", ""keywords"": [""Tom Ayrton"", ""mother"", ""tuberculosis"", ""young""]}, {""claim_id"": 4, ""claim_text"": ""Tom Ayrton watched his father be transported for smuggling."", ""keywords"": [""Tom Ayrton"", ""father"", ""transported"", ""smuggling""]}, {""claim_id"": 5, ""claim_text"": ""Tom Ayrton endured an orphanage where nuns pilfered relief supplies."", ""keywords"": [""Tom Ayrton"", ""orphanage"", ""nuns"", ""pilfered"", ""relief supplies""]}, {""claim_id"": 6, ""claim_text"": ""Tom Ayrton learned to despise authority."", ""keywords"": [""Tom Ayrton"", ""despise"", ""authority""]}]"
117,The Count of Monte Cristo,Faria,While escaping he hid lifetime research manuscripts in a Madeira monastery cellar—the eventual clue to Monte Cristo’s treasure.,contradict,"[{""claim_id"": 1, ""claim_text"": ""Faria hid lifetime research manuscripts in a Madeira monastery cellar."", ""keywords"": [""Faria"", ""manuscripts"", ""Madeira"", ""monastery"", ""cellar""]}, {""claim_id"": 2, ""claim_text"": ""The manuscripts serve as a clue to Monte Cristo's treasure."", ""keywords"": [""manuscripts"", ""clue"", ""Monte Cristo"", ""treasure""]}, {""claim_id"": 3, ""claim_text"": ""Faria is a character in 'The Count of Monte Cristo'."", ""keywords"": [""Faria"", ""character"", ""The Count of Monte Cristo""]}]"
6,In Search of the Castaways,Jacques Paganel,"In a Marseille waterfront bar he met young Captain Grant; a fierce argument over Magellan Strait tides almost came to blows, but ended in mutual respect and an exchange of pocket-watches.",consistent,"[{""claim_id"": 1, ""claim_text"": ""Jacques Paganel met young Captain Grant in a Marseille waterfront bar."", ""keywords"": [""Jacques Paganel"", ""Captain Grant"", ""Marseille"", ""waterfront bar""]}, {""claim_id"": 2, ""claim_text"": ""Jacques Paganel and Captain Grant had a fierce argument over Magellan Strait tides."", ""keywords"": [""Jacques Paganel"", ""Captain Grant"", ""argument"", ""Magellan Strait"", ""tides""]}, {""claim_id"": 3, ""claim_text"": ""The argument between Jacques Paganel and Captain Grant almost came to blows."", ""keywords"": [""Jacques Paganel"", ""Captain Grant"", ""argument"", ""almost came to blows""]}, {""claim_id"": 4, ""claim_text"": ""Jacques Paganel and Captain Grant ended their argument in mutual respect."", ""keywords"": [""Jacques Paganel"", ""Captain Grant"", ""mutual respect"", ""argument""]}, {""claim_id"": 5, ""claim_text"": ""Jacques Paganel and Captain Grant exchanged pocket-watches."", ""keywords"": [""Jacques Paganel"", ""Captain Grant"", ""exchange"", ""pocket-watches""]}]"
76,In Search of the Castaways,Kai-Koumou,"He carried a European pocket-watch taken from the French mate, its inner lid holding a lock of Julia’s hair, which explained both his grasp of mechanical time and his disgust for Christian objects.",consistent,"[{""claim_id"": 1, ""claim_text"": ""Kai-Koumou carried a European pocket-watch."", ""keywords"": [""Kai-Koumou"", ""European pocket-watch""]}, {""claim_id"": 2, ""claim_text"": ""The pocket-watch was taken from the French mate."", ""keywords"": [""pocket-watch"", ""French mate""]}, {""claim_id"": 3, ""claim_text"": ""The inner lid of the pocket-watch held a lock of Julia’s hair."", ""keywords"": [""inner lid"", ""lock of Julia's hair""]}, {""claim_id"": 4, ""claim_text"": ""Kai-Koumou had a grasp of mechanical time."", ""keywords"": [""grasp"", ""mechanical time""]}, {""claim_id"": 5, ""claim_text"": ""Kai-Koumou had a disgust for Christian objects."", ""keywords"": [""disgust"", ""Christian objects""]}]"
17,In Search of the Castaways,Jacques Paganel,"His father died early; his mother remarried a French officer, so the boy grew up fluent in English and French, later adding Spanish from an English tutor.",contradict,"[{""claim_id"": 1, ""claim_text"": ""Jacques Paganel's father died early."", ""keywords"": [""Jacques Paganel"", ""father"", ""died early""]}, {""claim_id"": 2, ""claim_text"": ""Jacques Paganel's mother remarried a French officer."", ""keywords"": [""Jacques Paganel"", ""mother"", ""remarried"", ""French officer""]}, {""claim_id"": 3, ""claim_text"": ""Jacques Paganel grew up fluent in English and French."", ""keywords"": [""Jacques Paganel"", ""fluent"", ""English"", ""French""]}, {""claim_id"": 4, ""claim_text"": ""Jacques Paganel later added Spanish from an English tutor."", ""keywords"": [""Jacques Paganel"", ""added"", ""Spanish"", ""English tutor""]}]"
20,In Search of the Castaways,Jacques Paganel,After a failed attempt to save a drowning comrade he was injured; the naval commander’s praise when he recovered left him with a strong sense of duty toward rescue.,consistent,"[{""claim_id"": 1, ""claim_text"": ""Jacques Paganel was injured after a failed attempt to save a drowning comrade."", ""keywords"": [""Jacques Paganel"", ""injured"", ""drowning comrade""]}, {""claim_id"": 2, ""claim_text"": ""The naval commander praised Jacques Paganel when he recovered."", ""keywords"": [""naval commander"", ""praise"", ""recovered""]}, {""claim_id"": 3, ""claim_text"": ""Jacques Paganel developed a strong sense of duty toward rescue."", ""keywords"": [""Jacques Paganel"", ""sense of duty"", ""rescue""]}]"
10,In Search of the Castaways,Jacques Paganel,While recording thirty-two dialects along the Murray River he was expelled by British colonists; after his notes were burned he vowed to “measure every hidden truth with my own feet.”,consistent,"[{""claim_id"": 1, ""claim_text"": ""Jacques Paganel recorded thirty-two dialects along the Murray River."", ""keywords"": [""Jacques Paganel"", ""dialects"", ""Murray River""]}, {""claim_id"": 2, ""claim_text"": ""Jacques Paganel was expelled by British colonists."", ""keywords"": [""Jacques Paganel"", ""expelled"", ""British colonists""]}, {""claim_id"": 3, ""claim_text"": ""Jacques Paganel's notes were burned."", ""keywords"": [""Jacques Paganel"", ""notes"", ""burned""]}, {""claim_id"": 4, ""claim_text"": ""Jacques Paganel vowed to measure every hidden truth with his own feet."", ""keywords"": [""Jacques Paganel"", ""vowed"", ""measure"", ""hidden truth""]}]"
122,The Count of Monte Cristo,Faria,At a Vienna-congress salon he briefly watched young prosecutor Villefort tamper with evidence against an Italian revolutionary.,contradict,"[{""claim_id"": 1, ""claim_text"": ""Faria watched young prosecutor Villefort tamper with evidence."", ""keywords"": [""Faria"", ""Villefort"", ""tamper"", ""evidence""]}, {""claim_id"": 2, ""claim_text"": ""Faria was present at a Vienna-congress salon."", ""keywords"": [""Faria"", ""Vienna-congress"", ""salon""]}, {""claim_id"": 3, ""claim_text"": ""Villefort was a prosecutor."", ""keywords"": [""Villefort"", ""prosecutor""]}, {""claim_id"": 4, ""claim_text"": ""The evidence Villefort tampered with was against an Italian revolutionary."", ""keywords"": [""Villefort"", ""tamper"", ""evidence"", ""Italian revolutionary""]}]"
62,In Search of the Castaways,Thalcave,"Loss turned him taciturn, acting more than speaking; he felt deep pity for sufferers and stayed calmly watchful toward oppressors.",consistent,"[{""claim_id"": 1, ""claim_text"": ""Thalcave experienced loss that made him taciturn."", ""keywords"": [""Thalcave"", ""loss"", ""taciturn""]}, {""claim_id"": 2, ""claim_text"": ""Thalcave acted more than he spoke."", ""keywords"": [""Thalcave"", ""action"", ""speech""]}, {""claim_id"": 3, ""claim_text"": ""Thalcave felt deep pity for sufferers."", ""keywords"": [""Thalcave"", ""pity"", ""sufferers""]}, {""claim_id"": 4, ""claim_text"": ""Thalcave stayed calmly watchful toward oppressors."", ""keywords"": [""Thalcave"", ""watchful"", ""oppressors""]}]"
36,In Search of the Castaways,Tom Ayrton/Ben Joyce,Ritual disguise: the Bible-quoting habit he had picked up as a mission pupil became a mask for his emotions.,consistent,"[{""claim_id"": 1, ""claim_text"": ""Tom Ayrton has a habit of quoting the Bible."", ""keywords"": [""Tom Ayrton"", ""Bible"", ""habit""]}, {""claim_id"": 2, ""claim_text"": ""Tom Ayrton picked up the Bible-quoting habit as a mission pupil."", ""keywords"": [""Tom Ayrton"", ""mission pupil"", ""Bible-quoting""]}, {""claim_id"": 3, ""claim_text"": ""The Bible-quoting habit became a mask for Tom Ayrton's emotions."", ""keywords"": [""Tom Ayrton"", ""mask"", ""emotions""]}]"
73,In Search of the Castaways,Kai-Koumou,"Finding missionaries wrapping opium in Bible pages, he ordered every book burned except the sheepskin map showing ancestral migration routes.",consistent,"[{""claim_id"": 1, ""claim_text"": ""Kai-Koumou ordered every book burned except the sheepskin map."", ""keywords"": [""Kai-Koumou"", ""ordered"", ""books burned"", ""sheepskin map""]}, {""claim_id"": 2, ""claim_text"": ""The missionaries were wrapping opium in Bible pages."", ""keywords"": [""missionaries"", ""opium"", ""Bible pages""]}, {""claim_id"": 3, ""claim_text"": ""The sheepskin map showed ancestral migration routes."", ""keywords"": [""sheepskin map"", ""ancestral migration routes""]}]"
98,The Count of Monte Cristo,Noirtier,"Hidden Waterloo-era diplomatic letters in his study ensured that political foes dared not silence him, explaining how he could still shield Valentine after losing the power of speech.",contradict,"[{""claim_id"": 1, ""claim_text"": ""Noirtier possesses hidden Waterloo-era diplomatic letters in his study."", ""keywords"": [""Noirtier"", ""diplomatic letters"", ""Waterloo""]}, {""claim_id"": 2, ""claim_text"": ""Noirtier's hidden letters ensure that political foes do not silence him."", ""keywords"": [""Noirtier"", ""political foes"", ""silence""]}, {""claim_id"": 3, ""claim_text"": ""Noirtier is able to shield Valentine after losing the power of speech."", ""keywords"": [""Noirtier"", ""shield"", ""Valentine"", ""speech""]}]"
25,In Search of the Castaways,Jacques Paganel,On the eve of sailing aboard Duncan he met ex-General von Wallace and obtained notes on South-American inland geography and native customs.,consistent,"[{""claim_id"": 1, ""claim_text"": ""Jacques Paganel met ex-General von Wallace on the eve of sailing aboard Duncan."", ""keywords"": [""Jacques Paganel"", ""ex-General von Wallace"", ""Duncan""]}, {""claim_id"": 2, ""claim_text"": ""Jacques Paganel obtained notes on South-American inland geography."", ""keywords"": [""Jacques Paganel"", ""South-American geography"", ""notes""]}, {""claim_id"": 3, ""claim_text"": ""Jacques Paganel obtained notes on native customs."", ""keywords"": [""Jacques Paganel"", ""native customs"", ""notes""]}]"
120,The Count of Monte Cristo,Faria,"He invented a “salt-blood” ink that revealed under heat, used it to help a Corsican patriot escape, and was transferred to the more secure Château d’If for the trouble.",consistent,"[{""claim_id"": 1, ""claim_text"": ""Faria invented a 'salt-blood' ink that revealed under heat."", ""keywords"": [""Faria"", ""salt-blood ink"", ""revealed under heat""]}, {""claim_id"": 2, ""claim_text"": ""Faria used the 'salt-blood' ink to help a Corsican patriot escape."", ""keywords"": [""Faria"", ""Corsican patriot"", ""escape""]}, {""claim_id"": 3, ""claim_text"": ""Faria was transferred to the more secure Château d’If for the trouble."", ""keywords"": [""Faria"", ""Château d’If"", ""transferred""]}]"
105,The Count of Monte Cristo,Noirtier,"He became head of a clandestine anti-Bonaparte society, organising underground actions to sap the Emperor’s support.",contradict,"[{""claim_id"": 1, ""claim_text"": ""Noirtier became head of a clandestine anti-Bonaparte society."", ""keywords"": [""Noirtier"", ""clandestine"", ""anti-Bonaparte"", ""society""]}, {""claim_id"": 2, ""claim_text"": ""Noirtier organized underground actions."", ""keywords"": [""Noirtier"", ""organized"", ""underground"", ""actions""]}, {""claim_id"": 3, ""claim_text"": ""Noirtier aimed to sap the Emperor’s support."", ""keywords"": [""Noirtier"", ""sap"", ""Emperor"", ""support""]}]"
57,In Search of the Castaways,Thalcave,"Early trauma: at seven his father vanished in a local uprising, at nine his mother died of illness; a banished Jesuit, Father Leclere, raised him in a mountain mission.",consistent,"[{""claim_id"": 1, ""claim_text"": ""Thalcave's father vanished in a local uprising when Thalcave was seven years old."", ""keywords"": [""Thalcave"", ""father"", ""vanished"", ""uprising""]}, {""claim_id"": 2, ""claim_text"": ""Thalcave's mother died of illness when he was nine years old."", ""keywords"": [""Thalcave"", ""mother"", ""died"", ""illness""]}, {""claim_id"": 3, ""claim_text"": ""Thalcave was raised by Father Leclere, a banished Jesuit, in a mountain mission."", ""keywords"": [""Thalcave"", ""Father Leclere"", ""Jesuit"", ""mountain mission""]}]"
106,The Count of Monte Cristo,Noirtier,At a society meeting he met Fernand; though on opposite sides they used each other—Noirtier exploiting Fernand’s military information.,contradict,"[{""claim_id"": 1, ""claim_text"": ""Noirtier met Fernand at a society meeting."", ""keywords"": [""Noirtier"", ""Fernand"", ""society meeting""]}, {""claim_id"": 2, ""claim_text"": ""Noirtier exploited Fernand's military information."", ""keywords"": [""Noirtier"", ""Fernand"", ""military information""]}, {""claim_id"": 3, ""claim_text"": ""Noirtier and Fernand were on opposite sides."", ""keywords"": [""Noirtier"", ""Fernand"", ""opposite sides""]}]"
118,The Count of Monte Cristo,Faria,"French gendarmes seized him at Toulon, accusing him of planning to bomb Bourbon restoration festivities; the real motive was that his code-breaking threatened a cardinal’s secret correspondence.",contradict,"[{""claim_id"": 1, ""claim_text"": ""Faria was seized by French gendarmes at Toulon."", ""keywords"": [""Faria"", ""French gendarmes"", ""Toulon""]}, {""claim_id"": 2, ""claim_text"": ""Faria was accused of planning to bomb Bourbon restoration festivities."", ""keywords"": [""Faria"", ""bomb"", ""Bourbon restoration""]}, {""claim_id"": 3, ""claim_text"": ""The real motive for Faria's arrest was that his code-breaking threatened a cardinal's secret correspondence."", ""keywords"": [""Faria"", ""code-breaking"", ""cardinal"", ""secret correspondence""]}]"
126,The Count of Monte Cristo,Faria,His sister was burned as a witch for spurning a nobleman; the injustice fed a lifelong hatred of institutional rot.,consistent,"[{""claim_id"": 1, ""claim_text"": ""Faria's sister was burned as a witch."", ""keywords"": [""Faria"", ""sister"", ""burned"", ""witch""]}, {""claim_id"": 2, ""claim_text"": ""Faria's sister was punished for spurning a nobleman."", ""keywords"": [""Faria"", ""sister"", ""spurning"", ""nobleman""]}, {""claim_id"": 3, ""claim_text"": ""Faria harbored a lifelong hatred of institutional rot."", ""keywords"": [""Faria"", ""hatred"", ""institutional rot""]}]"
4,In Search of the Castaways,Jacques Paganel,"Sitting in on lectures uninvited, he was thrown out after shouting “The secret is on the 37th southern parallel!” while the professor explained Earth’s equatorial bulge.",consistent,"[{""claim_id"": 1, ""claim_text"": ""Jacques Paganel sat in on lectures uninvited."", ""keywords"": [""Jacques Paganel"", ""lectures"", ""uninvited""]}, {""claim_id"": 2, ""claim_text"": ""Jacques Paganel was thrown out of a lecture."", ""keywords"": [""Jacques Paganel"", ""thrown out"", ""lecture""]}, {""claim_id"": 3, ""claim_text"": ""Jacques Paganel shouted about the 37th southern parallel during a lecture."", ""keywords"": [""Jacques Paganel"", ""shouted"", ""37th southern parallel""]}, {""claim_id"": 4, ""claim_text"": ""The professor was explaining Earth's equatorial bulge when Jacques Paganel interrupted."", ""keywords"": [""professor"", ""Earth's equatorial bulge"", ""interrupted""]}]"
125,The Count of Monte Cristo,Faria,"In India he watched British troops crush a rising; to spare the rebel leader further torture he gave the man a merciful death, shaping his ethic of “killing when kindness demands it.”",consistent,"[{""claim_id"": 1, ""claim_text"": ""Faria watched British troops crush a rising in India."", ""keywords"": [""Faria"", ""British troops"", ""India"", ""rising""]}, {""claim_id"": 2, ""claim_text"": ""Faria gave a merciful death to a rebel leader to spare him further torture."", ""keywords"": [""Faria"", ""merciful death"", ""rebel leader"", ""torture""]}, {""claim_id"": 3, ""claim_text"": ""Faria's ethic is shaped by the principle of 'killing when kindness demands it.'"", ""keywords"": [""Faria"", ""ethic"", ""killing"", ""kindness""]}]"
40,In Search of the Castaways,Tom Ayrton/Ben Joyce,"Skilled in shipboard medicine, he secretly stitched soldiers’ wounds yet distrusted shipmates, keeping a mental log and cultivating a “save-yourself-first” instinct.",consistent,"[{""claim_id"": 1, ""claim_text"": ""Tom Ayrton is skilled in shipboard medicine."", ""keywords"": [""Tom Ayrton"", ""shipboard medicine""]}, {""claim_id"": 2, ""claim_text"": ""He secretly stitched soldiers’ wounds."", ""keywords"": [""stitched"", ""soldiers' wounds""]}, {""claim_id"": 3, ""claim_text"": ""Tom Ayrton distrusted his shipmates."", ""keywords"": [""distrusted"", ""shipmates""]}, {""claim_id"": 4, ""claim_text"": ""He kept a mental log."", ""keywords"": [""mental log"", ""Tom Ayrton""]}, {""claim_id"": 5, ""claim_text"": ""He cultivated a 'save-yourself-first' instinct."", ""keywords"": [""save-yourself-first"", ""instinct""]}]"
96,The Count of Monte Cristo,Noirtier,When he saw that Valentine had inherited his trembling hands he began training her to communicate by eye movement (1819); after his own paralysis the method evolved into a blink-code.,contradict,"[{""claim_id"": 1, ""claim_text"": ""Noirtier trained Valentine to communicate by eye movement."", ""keywords"": [""Noirtier"", ""Valentine"", ""communication"", ""eye movement""]}, {""claim_id"": 2, ""claim_text"": ""Noirtier's hands trembled, which he passed on to Valentine."", ""keywords"": [""Noirtier"", ""trembling hands"", ""Valentine"", ""inheritance""]}, {""claim_id"": 3, ""claim_text"": ""After his paralysis, Noirtier's communication method evolved into a blink-code."", ""keywords"": [""Noirtier"", ""paralysis"", ""blink-code"", ""communication method""]}]"
45,In Search of the Castaways,Tom Ayrton/Ben Joyce,"Watching natives slaughtered in a raid re-awakened his conscience: he cached weapons, torched the trader and raised a stone marker beside the blaze to record his regret and repentance.",contradict,"[{""claim_id"": 1, ""claim_text"": ""Tom Ayrton watched natives slaughtered in a raid."", ""keywords"": [""Tom Ayrton"", ""natives"", ""slaughtered"", ""raid""]}, {""claim_id"": 2, ""claim_text"": ""Tom Ayrton cached weapons."", ""keywords"": [""Tom Ayrton"", ""cached"", ""weapons""]}, {""claim_id"": 3, ""claim_text"": ""Tom Ayrton torched the trader."", ""keywords"": [""Tom Ayrton"", ""torched"", ""trader""]}, {""claim_id"": 4, ""claim_text"": ""Tom Ayrton raised a stone marker beside the blaze."", ""keywords"": [""Tom Ayrton"", ""raised"", ""stone marker"", ""blaze""]}, {""claim_id"": 5, ""claim_text"": ""The stone marker recorded Tom Ayrton's regret and repentance."", ""keywords"": [""stone marker"", ""recorded"", ""regret"", ""repentance""]}]"
54,In Search of the Castaways,Thalcave,"He briefly loved Chilean doctor Mariana, who wanted him to settle down but was refused; she died nursing cholera-stricken Indians. When he burned her belongings he kept the brass compass she had given him.",consistent,"[{""claim_id"": 1, ""claim_text"": ""Thalcave briefly loved Chilean doctor Mariana."", ""keywords"": [""Thalcave"", ""Mariana"", ""love""]}, {""claim_id"": 2, ""claim_text"": ""Mariana wanted Thalcave to settle down."", ""keywords"": [""Mariana"", ""settle down"", ""Thalcave""]}, {""claim_id"": 3, ""claim_text"": ""Mariana died nursing cholera-stricken Indians."", ""keywords"": [""Mariana"", ""cholera"", ""Indians""]}, {""claim_id"": 4, ""claim_text"": ""Thalcave burned Mariana's belongings."", ""keywords"": [""Thalcave"", ""burned"", ""belongings""]}, {""claim_id"": 5, ""claim_text"": ""Thalcave kept the brass compass given to him by Mariana."", ""keywords"": [""Thalcave"", ""brass compass"", ""Mariana""]}]"
8,In Search of the Castaways,Jacques Paganel,While being helped by a native tribe he won their trust by sketching star-maps and in return learned tracking techniques and herbal lore.,consistent,"[{""claim_id"": 1, ""claim_text"": ""Jacques Paganel won the trust of a native tribe by sketching star-maps."", ""keywords"": [""Jacques Paganel"", ""native tribe"", ""star-maps""]}, {""claim_id"": 2, ""claim_text"": ""In return for his help, Jacques Paganel learned tracking techniques from the native tribe."", ""keywords"": [""Jacques Paganel"", ""tracking techniques"", ""native tribe""]}, {""claim_id"": 3, ""claim_text"": ""Jacques Paganel learned herbal lore from the native tribe."", ""keywords"": [""Jacques Paganel"", ""herbal lore"", ""native tribe""]}]"
32,In Search of the Castaways,Tom Ayrton/Ben Joyce,"During clashes between tribe and settlers he steered both sides toward mutual ruin, then welded the survivors into an underground intelligence web that straddled the two worlds.",consistent,"[{""claim_id"": 1, ""claim_text"": ""Tom Ayrton steered both tribes and settlers toward mutual ruin."", ""keywords"": [""Tom Ayrton"", ""tribes"", ""settlers"", ""mutual ruin""]}, {""claim_id"": 2, ""claim_text"": ""Tom Ayrton welded the survivors into an underground intelligence web."", ""keywords"": [""Tom Ayrton"", ""survivors"", ""underground intelligence web""]}, {""claim_id"": 3, ""claim_text"": ""The underground intelligence web straddled the two worlds of tribes and settlers."", ""keywords"": [""underground intelligence web"", ""tribes"", ""settlers""]}]"
